RectBody 677 249 -2.5635080132023362 -0.0 25 0.75 0.5 255 0 0 true false 0
SphereBody 82912 -32 -5.852914936556574 7.167753542735742E-16 50 0.75 1.0 0 255 0 true false 1
SphereBody 12579 -671 -7.933574560274624 9.71582669103719E-16 72 0.75 6.0 0 255 0 true false 2
SphereBody 420 329 -0.11220235937048884 1.3740826025985018E-17 30 0.75 1000.0 0 255 0 true false 3
